ID	cell_name	defination	description
CL:0002076	endo-epithelial cell	An Epithelial Cell Derived From Endoderm.	endo-epithelial cell An Epithelial Cell Derived From Endoderm.
CL:0002077	ecto-epithelial cell	An Epithelial Cell Derived From Ectoderm.	ecto-epithelial cell An Epithelial Cell Derived From Ectoderm.
CL:0002078	meso-epithelial cell	Epithelial Cell Derived From Mesoderm Or Mesenchyme.	meso-epithelial cell Epithelial Cell Derived From Mesoderm Or Mesenchyme.
CL:0002079	pancreatic ductal cell	Epithelial Cell Found In The Ducts Of The Pancreas. This Cell Type Contributes To The High Luminal Ph.	pancreatic ductal cell Epithelial Cell Found In The Ducts Of The Pancreas. This Cell Type Contributes To The High Luminal Ph.
CL:0002080	pancreatic centro-acinar cell	A Cubodial Epithelial Cell That Is Continuous With The Lining Of Intercalated Ducts That Drain The Acinus. This Cell Type Secretes A High Ph Solution To Aid In Activation Of Zymogens, And Can Differentiate Into Endocrine And Exocrine Pancreatic Cell Types.	pancreatic centro-acinar cell A Cubodial Epithelial Cell That Is Continuous With The Lining Of Intercalated Ducts That Drain The Acinus. This Cell Type Secretes A High Ph Solution To Aid In Activation Of Zymogens, And Can Differentiate Into Endocrine And Exocrine Pancreatic Cell Types.
CL:0002081	type II cell of carotid body	This Cell Resembles A Glia Cell, Express The Glial Marker S100 And Act As A Supporting Cell To Type I Cell. This Cell Is Located In A Small Cluster Of Type I And Type Ii Cells Near The Fork Of The Carotid Artery.	type II cell of carotid body This Cell Resembles A Glia Cell, Express The Glial Marker S100 And Act As A Supporting Cell To Type I Cell. This Cell Is Located In A Small Cluster Of Type I And Type Ii Cells Near The Fork Of The Carotid Artery.
CL:0002082	type II cell of adrenal medulla	A Chromaffin Cell Of The Adrenal Medulla That Produces Epinephrine.	type II cell of adrenal medulla A Chromaffin Cell Of The Adrenal Medulla That Produces Epinephrine.
CL:0002083	type I cell of adrenal medulla	A Chromaffin Cell Of The Adrenal Medulla That Produces Norepinephrine.	type I cell of adrenal medulla A Chromaffin Cell Of The Adrenal Medulla That Produces Norepinephrine.
CL:0002084	Boettcher cell	A Boettcher Cell Is A Polyhedral Cells On The Basilar Membrane Of The Cochlea, And Is Located Beneath Claudius Cells. A Boettcher Cell Is Considered A Supporting Cell For The Organ Of Corti, And Is Present Only In The Lower Turn Of The Cochlea. These Cells Interweave With Each Other, And Project Microvilli Into The Intercellular Space. Because Of Their Structural Specialization, A Boettcher Cell Is Believed To Play A Significant Role In The Function Of The Cochlea. They Demonstrate High Levels Of Calmodulin, And May Be Involved In Mediating Ca(2+) Regulation And Ion Transport.	Boettcher cell A Boettcher Cell Is A Polyhedral Cells On The Basilar Membrane Of The Cochlea, And Is Located Beneath Claudius Cells. A Boettcher Cell Is Considered A Supporting Cell For The Organ Of Corti, And Is Present Only In The Lower Turn Of The Cochlea. These Cells Interweave With Each Other, And Project Microvilli Into The Intercellular Space. Because Of Their Structural Specialization, A Boettcher Cell Is Believed To Play A Significant Role In The Function Of The Cochlea. They Demonstrate High Levels Of Calmodulin, And May Be Involved In Mediating Ca(2+) Regulation And Ion Transport.
CL:0002085	tanycyte	Specialized Elongated Ventricular Ependymal Cell That Has Processes That Extend To The Outer, Or Pial, Surface Of The Cns. Resemble Spongioblasts Seen In Developing Brain. Found In The Adult Brain In The Third Ventricle, Cerebral Aqueduct, Spinal Canal And Floor Of The Fourth Ventricle.	tanycyte Specialized Elongated Ventricular Ependymal Cell That Has Processes That Extend To The Outer, Or Pial, Surface Of The Cns. Resemble Spongioblasts Seen In Developing Brain. Found In The Adult Brain In The Third Ventricle, Cerebral Aqueduct, Spinal Canal And Floor Of The Fourth Ventricle.
CL:0002086	specialized cardiac myocyte	A Cardiac Myocyte That Is An Excitable Cells In The Myocardium, Specifically In The Conducting System Of Heart.	specialized cardiac myocyte A Cardiac Myocyte That Is An Excitable Cells In The Myocardium, Specifically In The Conducting System Of Heart.
CL:0002087	nongranular leukocyte	A Leukocyte That Lacks Granules.	nongranular leukocyte A Leukocyte That Lacks Granules.
CL:0002088	interstitial cell of Cajal	This Is A Cell Found In The Gastrointestinal Tract Of Mammals And Serves As A Pacemaker That Triggers Gut Contraction. Iccs Mediate Inputs From The Enteric Nervous System To Smooth Muscle Cells And Are Thought To Be The Cells From Which Gastrointestinal Stromal Tumors (Gists) Arise.	interstitial cell of Cajal This Is A Cell Found In The Gastrointestinal Tract Of Mammals And Serves As A Pacemaker That Triggers Gut Contraction. Iccs Mediate Inputs From The Enteric Nervous System To Smooth Muscle Cells And Are Thought To Be The Cells From Which Gastrointestinal Stromal Tumors (Gists) Arise.
CL:0002089	group 2 innate lymphoid cell, mouse	A Group 2 Innate Lymphoid Cell In The Mouse Capable Of Secreting Il-13 In Response To A Helminth Infection. This Cell Is Lineage-Negative, Icos-Positive, Il1Rl1-Positive, Il7Ralpha-Positive, And Il17Br-Positive.	group 2 innate lymphoid cell, mouse A Group 2 Innate Lymphoid Cell In The Mouse Capable Of Secreting Il-13 In Response To A Helminth Infection. This Cell Is Lineage-Negative, Icos-Positive, Il1Rl1-Positive, Il7Ralpha-Positive, And Il17Br-Positive.
CL:0002090	polar body	One Of Two Small Cells Formed By The First And Second Meiotic Division Of Oocytes.	polar body One Of Two Small Cells Formed By The First And Second Meiotic Division Of Oocytes.
CL:0002091	primary polar body	A Small Cell Formed By The First Meiotic Division Of Oocytes.	primary polar body A Small Cell Formed By The First Meiotic Division Of Oocytes.
CL:0002092	bone marrow cell	A Cell Found In The Bone Marrow. This Can Include Fibroblasts, Macrophages, Adipocytes, Osteoblasts, Osteoclasts, Endothelial Cells And Hematopoietic Cells.	bone marrow cell A Cell Found In The Bone Marrow. This Can Include Fibroblasts, Macrophages, Adipocytes, Osteoblasts, Osteoclasts, Endothelial Cells And Hematopoietic Cells.
CL:0002093	secondary polar body	A Small Cell Formed By The Second Meiotic Division Of Oocytes. In Mammals, The Second Polar Body May Fail To Form Unless The Ovum Has Been Penetrated By A Sperm Cell.	secondary polar body A Small Cell Formed By The Second Meiotic Division Of Oocytes. In Mammals, The Second Polar Body May Fail To Form Unless The Ovum Has Been Penetrated By A Sperm Cell.
CL:0002094	interstitial cell of ovary	A Cell That Makes Up The Loose Connective Tissue Of The Ovary.	interstitial cell of ovary A Cell That Makes Up The Loose Connective Tissue Of The Ovary.
CL:0002095	hilus cell of ovary	A Cell In The Hilum Of The Ovary That Produces Androgens.	hilus cell of ovary A Cell In The Hilum Of The Ovary That Produces Androgens.
CL:0002096	internodal tract myocyte	A Specialised Myocyte That Lies Between The Sinoatrial Node And The Atrioventricular Node And Is Involved In The Conduction Of Electrical Signals.	internodal tract myocyte A Specialised Myocyte That Lies Between The Sinoatrial Node And The Atrioventricular Node And Is Involved In The Conduction Of Electrical Signals.
CL:0002097	cortical cell of adrenal gland	A Cell Of The Adrenal Cortex. Cell Types Include Those That Synthesize And Secrete Chemical Derivatives (Steroids) Of Cholesterol.	cortical cell of adrenal gland A Cell Of The Adrenal Cortex. Cell Types Include Those That Synthesize And Secrete Chemical Derivatives (Steroids) Of Cholesterol.
CL:0002098	regular cardiac myocyte	A Cardiac Myocyte That Is Connected To Other Cardiac Myocytes By Transverse Intercalated Discs (Go:0014704) At A Regular Interval.	regular cardiac myocyte A Cardiac Myocyte That Is Connected To Other Cardiac Myocytes By Transverse Intercalated Discs (Go:0014704) At A Regular Interval.
CL:0002099	type I cell of adrenal cortex	A Small, Polyhedral, Cell Found In Rounded Groups Or Curved Columns With Deeply Staining Nuclei, Scanty Basophilic Cytoplasm And A Few Lipid Droplets. This Cell In The Zona Glomerulosa Produces Mineralocorticoids.	type I cell of adrenal cortex A Small, Polyhedral, Cell Found In Rounded Groups Or Curved Columns With Deeply Staining Nuclei, Scanty Basophilic Cytoplasm And A Few Lipid Droplets. This Cell In The Zona Glomerulosa Produces Mineralocorticoids.
CL:0002100	regular interventricular cardiac myocyte	A Regular Cardiac Myocyte Of The Interventricular Region Of The Heart.	regular interventricular cardiac myocyte A Regular Cardiac Myocyte Of The Interventricular Region Of The Heart.
CL:0002101	CD38-positive naive B cell	A Cd38-Positive Naive B Cell Is A Mature B Cell That Has The Phenotype Cd38-Positive, Surface Igd-Positive, Surface Igm-Positive, And Cd27-Negative, And That Has Not Yet Been Activated By Antigen In The Periphery.	CD38-positive naive B cell A Cd38-Positive Naive B Cell Is A Mature B Cell That Has The Phenotype Cd38-Positive, Surface Igd-Positive, Surface Igm-Positive, And Cd27-Negative, And That Has Not Yet Been Activated By Antigen In The Periphery.
CL:0002102	CD38-negative naive B cell	A Cd38-Negative Naive B Cell Is A Mature B Cell That Has The Phenotype Cd38-Negative, Surface Igd-Positive, Surface Igm-Positive, And Cd27-Negative, That Has Not Yet Been Activated By Antigen In The Periphery.	CD38-negative naive B cell A Cd38-Negative Naive B Cell Is A Mature B Cell That Has The Phenotype Cd38-Negative, Surface Igd-Positive, Surface Igm-Positive, And Cd27-Negative, That Has Not Yet Been Activated By Antigen In The Periphery.
CL:0002103	IgG-positive double negative memory B cell	An Igg-Positive Double Negative Memory B Cell Is A Double Negative Memory B Cell With The Phenotype Igg-Positive, Igd-Negative, And Cd27-Negative.	IgG-positive double negative memory B cell An Igg-Positive Double Negative Memory B Cell Is A Double Negative Memory B Cell With The Phenotype Igg-Positive, Igd-Negative, And Cd27-Negative.
CL:0002104	IgG-negative double negative memory B cell	An Igg-Negative Double Negative Memory B Cell Is A Double Negative Memory B Cell With The Phenotype Igg-Negative, Igd-Negative, And Cd27-Negative.	IgG-negative double negative memory B cell An Igg-Negative Double Negative Memory B Cell Is A Double Negative Memory B Cell With The Phenotype Igg-Negative, Igd-Negative, And Cd27-Negative.
CL:0002105	CD38-positive IgG memory B cell	A Cd38-Positive Igg Memory B Cell Is A Class Switched Memory B Cell That Expresses Igg On The Cell Surface With The Phenotype Cd38-Positive And Igg-Positive.	CD38-positive IgG memory B cell A Cd38-Positive Igg Memory B Cell Is A Class Switched Memory B Cell That Expresses Igg On The Cell Surface With The Phenotype Cd38-Positive And Igg-Positive.
CL:0002106	IgD-positive CD38-positive IgG memory B cell	An Igd-Positive Cd38-Positive Igg Memory B Cell Is A Cd38-Positive Igg-Positive Class Switched Memory B Cell That Has Class Switched And Expresses Igd On The Cell Surface With The Phenotype Igd-Positive, Cd38-Positive, And Igg-Positive.	IgD-positive CD38-positive IgG memory B cell An Igd-Positive Cd38-Positive Igg Memory B Cell Is A Cd38-Positive Igg-Positive Class Switched Memory B Cell That Has Class Switched And Expresses Igd On The Cell Surface With The Phenotype Igd-Positive, Cd38-Positive, And Igg-Positive.
CL:0002107	IgD-negative CD38-positive IgG memory B cell	An Igd-Negative Cd38-Positive Igg Memory B Cell Is A Cd38-Positive Igg-Positive That Has Class Switched And Lacks Expression Of Igd On The Cell Surface With The Phenotype Igd-Negative, Cd38-Positive, And Igg-Positive.	IgD-negative CD38-positive IgG memory B cell An Igd-Negative Cd38-Positive Igg Memory B Cell Is A Cd38-Positive Igg-Positive That Has Class Switched And Lacks Expression Of Igd On The Cell Surface With The Phenotype Igd-Negative, Cd38-Positive, And Igg-Positive.
CL:0002108	CD38-negative IgG memory B cell	A Cd38-Negative Igg Memory B Cell Is A Igg-Positive Class Switched Memory B Cell That Has Class Switched And Expresses Igg On The Cell Surface With The Phenotype Cd38-Negative, Igd-Negative, And Igg-Positive.	CD38-negative IgG memory B cell A Cd38-Negative Igg Memory B Cell Is A Igg-Positive Class Switched Memory B Cell That Has Class Switched And Expresses Igg On The Cell Surface With The Phenotype Cd38-Negative, Igd-Negative, And Igg-Positive.
CL:0002109	B220-positive CD38-positive naive B cell	A B220-Positive Cd38-Positive Naive B Cell Is A Cd38-Positive Naive B Cell That Has The Phenotype B220-Positive, Cd38-Positive, Surface Igd-Positive, Surface Igm-Positive, And Cd27-Negative, And That Has Not Yet Been Activated By Antigen In The Periphery.	B220-positive CD38-positive naive B cell A B220-Positive Cd38-Positive Naive B Cell Is A Cd38-Positive Naive B Cell That Has The Phenotype B220-Positive, Cd38-Positive, Surface Igd-Positive, Surface Igm-Positive, And Cd27-Negative, And That Has Not Yet Been Activated By Antigen In The Periphery.
CL:0002110	B220-low CD38-positive naive B cell	A B220-Low Cd38-Positive Naive B Cell Is A Cd38-Positive Naive B Cell That Has The Phenotype B220-Low, Cd38-Positive, Surface Igd-Positive, Surface Igm-Positive, And Cd27-Negative, That Has Not Yet Been Activated By Antigen In The Periphery.	B220-low CD38-positive naive B cell A B220-Low Cd38-Positive Naive B Cell Is A Cd38-Positive Naive B Cell That Has The Phenotype B220-Low, Cd38-Positive, Surface Igd-Positive, Surface Igm-Positive, And Cd27-Negative, That Has Not Yet Been Activated By Antigen In The Periphery.
CL:0002111	CD38-negative unswitched memory B cell	An Cd38-Negative Unswitched Memory B Cell Is An Unswitched Memory B Cell That Has The Phenotype Cd38-Negative, Igd-Positive, Cd138-Negative, And Igg-Negative.	CD38-negative unswitched memory B cell An Cd38-Negative Unswitched Memory B Cell Is An Unswitched Memory B Cell That Has The Phenotype Cd38-Negative, Igd-Positive, Cd138-Negative, And Igg-Negative.
CL:0002112	B220-positive CD38-negative unswitched memory B cell	A B220-Positive Cd38-Negative Unswitched Memory B Cell Is A Cd38-Negative Unswitched Memory B Cell That Has The Phenotype B220-Positive, Cd38-Negative, Igd-Positive, Cd138-Negative, And Igg-Negative.	B220-positive CD38-negative unswitched memory B cell A B220-Positive Cd38-Negative Unswitched Memory B Cell Is A Cd38-Negative Unswitched Memory B Cell That Has The Phenotype B220-Positive, Cd38-Negative, Igd-Positive, Cd138-Negative, And Igg-Negative.
CL:0002113	B220-low CD38-negative unswitched memory B cell	A B220-Low Cd38-Negative Unswitched Memory B Cell Is A Cd38-Negative Unswitched Memory B Cell That Has The Phenotype B220-Low, Cd38-Negative, Igd-Positive, Cd138-Negative, And Igg-Negative.	B220-low CD38-negative unswitched memory B cell A B220-Low Cd38-Negative Unswitched Memory B Cell Is A Cd38-Negative Unswitched Memory B Cell That Has The Phenotype B220-Low, Cd38-Negative, Igd-Positive, Cd138-Negative, And Igg-Negative.
CL:0000850	serotonergic neuron	A Neuron That Releases Serotonin As A Neurotransmitter.	serotonergic neuron A Neuron That Releases Serotonin As A Neurotransmitter.
CL:0002116	B220-low CD38-positive unswitched memory B cell	A B220-Low Cd38-Positive Unswitched Memory B Cell Is A Cd38-Positive Unswitched Memory B Cell That Has The Phenotype B220-Low, Cd38-Positive, Igd-Positive, Cd138-Negative, And Igg-Negative.	B220-low CD38-positive unswitched memory B cell A B220-Low Cd38-Positive Unswitched Memory B Cell Is A Cd38-Positive Unswitched Memory B Cell That Has The Phenotype B220-Low, Cd38-Positive, Igd-Positive, Cd138-Negative, And Igg-Negative.
CL:0002117	IgG-negative class switched memory B cell	A Class Switched Memory B Cell That Lacks Igg On The Cell Surface.	IgG-negative class switched memory B cell A Class Switched Memory B Cell That Lacks Igg On The Cell Surface.
CL:0002118	CD38-negative IgG-negative class switched memory B cell	A Cd38-Negative Igg-Negative Memory B Cell Is A Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype Cd38-Negative And Igg-Negative.	CD38-negative IgG-negative class switched memory B cell A Cd38-Negative Igg-Negative Memory B Cell Is A Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype Cd38-Negative And Igg-Negative.
CL:0002119	CD38-positive IgG-negative class switched memory B cell	A Cd38-Positive Igg-Negative Memory B Cell Is An Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype Cd38-Positive And Igg-Negative.	CD38-positive IgG-negative class switched memory B cell A Cd38-Positive Igg-Negative Memory B Cell Is An Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype Cd38-Positive And Igg-Negative.
CL:0002120	CD24-positive CD38-negative IgG-negative class switched memory B cell	An Cd24-Positive Cd38-Negative Igg-Negative Memory B Cell Is A Cd38-Negative Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype Cd24-Positive, Cd38-Negative, And Igg-Negative.	CD24-positive CD38-negative IgG-negative class switched memory B cell An Cd24-Positive Cd38-Negative Igg-Negative Memory B Cell Is A Cd38-Negative Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype Cd24-Positive, Cd38-Negative, And Igg-Negative.
CL:0002121	CD24-negative CD38-negative IgG-negative class switched memory B cell	A Cd24-Negative Cd38-Negative Igg-Negative Memory B Cell Is A Cd38-Negative Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype Cd24-Negative, Cd38-Negative, And Igg-Negative.	CD24-negative CD38-negative IgG-negative class switched memory B cell A Cd24-Negative Cd38-Negative Igg-Negative Memory B Cell Is A Cd38-Negative Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype Cd24-Negative, Cd38-Negative, And Igg-Negative.
CL:0002122	B220-positive CD38-positive IgG-negative class switched memory B cell	A B220-Positive Cd38-Positive Igg-Negative Memory B Cell Is A Cd38-Positive Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype B220-Positive, Cd38-Positive, And Igg-Negative.	B220-positive CD38-positive IgG-negative class switched memory B cell A B220-Positive Cd38-Positive Igg-Negative Memory B Cell Is A Cd38-Positive Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype B220-Positive, Cd38-Positive, And Igg-Negative.
CL:0002123	B220-low CD38-positive IgG-negative class switched memory B cell	A B220-Low Cd38-Positive Igg-Negative Memory B Cell Is A Cd38-Positive Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype B220-Low, Cd38-Positive, And Igg-Positive.	B220-low CD38-positive IgG-negative class switched memory B cell A B220-Low Cd38-Positive Igg-Negative Memory B Cell Is A Cd38-Positive Igg-Negative Class Switched Memory B Cell That Lacks Igg On The Cell Surface With The Phenotype B220-Low, Cd38-Positive, And Igg-Positive.
CL:0002124	CD27-positive gamma-delta T cell	A Circulating Gamma-Delta T Cell That Is Cd27-Positive And Capable Of Producing Ifn-Gamma.	CD27-positive gamma-delta T cell A Circulating Gamma-Delta T Cell That Is Cd27-Positive And Capable Of Producing Ifn-Gamma.
CL:0002125	CD27-negative gamma-delta T cell	A Circulating Gamma-Delta T Cell That Expresses Rorgamma(T), Is Cd27-Negative And Is Capable Of Il-17 Secretion.	CD27-negative gamma-delta T cell A Circulating Gamma-Delta T Cell That Expresses Rorgamma(T), Is Cd27-Negative And Is Capable Of Il-17 Secretion.
CL:0002126	CD25-positive, CD27-positive immature gamma-delta T cell	A Cd25-Positive, Cd27-Positive Immature Gamma-Delta T Cell Found In The Thymus That Has An Immature Phenotype (I.E. Cd24-High, Cd25-High, Cd62L-High, Cd44-High, Cd2-Low, Cd5-Low).	CD25-positive, CD27-positive immature gamma-delta T cell A Cd25-Positive, Cd27-Positive Immature Gamma-Delta T Cell Found In The Thymus That Has An Immature Phenotype (I.E. Cd24-High, Cd25-High, Cd62L-High, Cd44-High, Cd2-Low, Cd5-Low).
CL:0002127	innate effector T cell	A T Cell With A Receptor Of Limited Diversity That Is Capable Of Immediate Effector Functions Upon Stimulation.	innate effector T cell A T Cell With A Receptor Of Limited Diversity That Is Capable Of Immediate Effector Functions Upon Stimulation.
CL:0002128	Tc17 cell	A Cd8-Positive, Alpha-Beta T Cell That Has The Phenotype Cxcr3-Negative, Ccr6-Positive, Ccr5-High, Cd45Ra-Negative, And Capable Of Producing Il-17 And Some Ifng.	Tc17 cell A Cd8-Positive, Alpha-Beta T Cell That Has The Phenotype Cxcr3-Negative, Ccr6-Positive, Ccr5-High, Cd45Ra-Negative, And Capable Of Producing Il-17 And Some Ifng.
CL:0002129	regular atrial cardiac myocyte	Regular Cardiac Myocyte Of A Cardiac Atrium.	regular atrial cardiac myocyte Regular Cardiac Myocyte Of A Cardiac Atrium.
CL:0002130	regular interatrial cardiac myocyte	A Cardiac Myocyte Of The Interatrial Region Of The Heart.	regular interatrial cardiac myocyte A Cardiac Myocyte Of The Interatrial Region Of The Heart.
CL:0002131	regular ventricular cardiac myocyte	Regular Cardiac Myocyte Of A Cardiac Ventricle.	regular ventricular cardiac myocyte Regular Cardiac Myocyte Of A Cardiac Ventricle.
CL:0002132	stromal cell of ovary	A Stomal Cell Of The Ovary	stromal cell of ovary A Stomal Cell Of The Ovary
CL:0002133	stromal cell of ovarian cortex	A Stromal Cell Of The Ovarian Cortex.	stromal cell of ovarian cortex A Stromal Cell Of The Ovarian Cortex.
CL:0002134	stromal cell of ovarian medulla	A Stromal Cell Of The Ovarian Medulla.	stromal cell of ovarian medulla A Stromal Cell Of The Ovarian Medulla.
CL:0002135	nonkeratinized cell of epidermis	Epidermal Cells That Do Not Contain Keratin. Cell Type Is Usually Associated With Moist Epidermal Tissues.	nonkeratinized cell of epidermis Epidermal Cells That Do Not Contain Keratin. Cell Type Is Usually Associated With Moist Epidermal Tissues.
CL:0002136	type II cell of adrenal cortex	A Cell In The Zona Fasciculata That Produce Glucocorticoids, E.G Cortisol.	type II cell of adrenal cortex A Cell In The Zona Fasciculata That Produce Glucocorticoids, E.G Cortisol.
CL:0002137	type III cell of adrenal cortex	A Cell In The Zona Reticularis That Produce Sex Hormones.	type III cell of adrenal cortex A Cell In The Zona Reticularis That Produce Sex Hormones.
CL:0002138	endothelial cell of lymphatic vessel	A Endothelial Cell Of A Lymphatic Vessel. The Border Of The Oak Leaf-Shaped Endothelial Cell Of Initial Lymphatics Are Joined By Specialized Buttons. The Discontinuous Feature Of Buttons Distinguishes Them From Zippers In Collecting Lymphatics, But Both Types Of Junctions Are Composed Of Proteins Typical Of Adherens Junctions And Tight Junctions Found In The Endothelium Of Blood Vessels. Buttons Seal The Sides Of Flaps Of The Oak Leaf-Shaped Endothelial Cell, Leaving Open The Tips Of Flaps As Routes For Fluid Entry Without Disassembly And Reformation Of Intercellular Junctions.	endothelial cell of lymphatic vessel A Endothelial Cell Of A Lymphatic Vessel. The Border Of The Oak Leaf-Shaped Endothelial Cell Of Initial Lymphatics Are Joined By Specialized Buttons. The Discontinuous Feature Of Buttons Distinguishes Them From Zippers In Collecting Lymphatics, But Both Types Of Junctions Are Composed Of Proteins Typical Of Adherens Junctions And Tight Junctions Found In The Endothelium Of Blood Vessels. Buttons Seal The Sides Of Flaps Of The Oak Leaf-Shaped Endothelial Cell, Leaving Open The Tips Of Flaps As Routes For Fluid Entry Without Disassembly And Reformation Of Intercellular Junctions.
CL:0002139	endothelial cell of vascular tree	An Endothelial Cell Of The Vascular Tree, Which Includes Blood Vessels And Lymphatic Vessels.	endothelial cell of vascular tree An Endothelial Cell Of The Vascular Tree, Which Includes Blood Vessels And Lymphatic Vessels.
CL:0002140	acinar cell of sebaceous gland	A Sebum Secreting Cell Of The Skin That Secretes Sebum Into The Hair Follicles.	acinar cell of sebaceous gland A Sebum Secreting Cell Of The Skin That Secretes Sebum Into The Hair Follicles.
CL:0002141	active chief cell of parathyroid gland	A Parathyroid Chief Cell That Is Actively Secreting Hormone. Have Large Golgi Complexes With Numerous Vesicles And Small Membrane-Bound Granules; Secretory Granules Are Rare, Cytoplasmic Glycogen Sparse, Much Of The Cytoplasm Being Occupied By Flat Sacs Of Granular Endoplasmic Reticulum In Parallel Arrays; In Normal Humans, Inactive Chief Cells Outnumber Active Chief Cells In A Ratio Of 3-5:1	active chief cell of parathyroid gland A Parathyroid Chief Cell That Is Actively Secreting Hormone. Have Large Golgi Complexes With Numerous Vesicles And Small Membrane-Bound Granules; Secretory Granules Are Rare, Cytoplasmic Glycogen Sparse, Much Of The Cytoplasm Being Occupied By Flat Sacs Of Granular Endoplasmic Reticulum In Parallel Arrays; In Normal Humans, Inactive Chief Cells Outnumber Active Chief Cells In A Ratio Of 3-5:1
CL:0002142	dark cell of eccrine sweat gland	A Cell Pyramidal In Shape, With Their Broad Ends Facing And Forming The Greater Extent Of The Lining Of The Main Lumen. Secretes Glycoproteins Associated With Mucus.	dark cell of eccrine sweat gland A Cell Pyramidal In Shape, With Their Broad Ends Facing And Forming The Greater Extent Of The Lining Of The Main Lumen. Secretes Glycoproteins Associated With Mucus.
CL:0002143	dark chief cell of parathyroid cell	A Chief Cell That Is Smaller Than Light Chief Cells And Has A Smaller And Darker Nucleus And A Finely Granular Cytoplasm With Many Granules.	dark chief cell of parathyroid cell A Chief Cell That Is Smaller Than Light Chief Cells And Has A Smaller And Darker Nucleus And A Finely Granular Cytoplasm With Many Granules.
CL:0002144	capillary endothelial cell	An Endothelial Cell Found In Capillaries.	capillary endothelial cell An Endothelial Cell Found In Capillaries.
CL:0002145	ciliated columnar cell of tracheobronchial tree	A Ciliated Columnar Cell Found In The Trachea And Bronchus. Vary From Low To Tall Columnar; Possesses Up To 300 Cilia At Its Surface, Interspersed With Long Irregular Microvilli With The Cilia Varying In Length From About 6Um In The Trachea To About 4Um In The Terminal Bronchioles; Driving Force Of The Ciliary Current In The Bronchial Tree.	ciliated columnar cell of tracheobronchial tree A Ciliated Columnar Cell Found In The Trachea And Bronchus. Vary From Low To Tall Columnar; Possesses Up To 300 Cilia At Its Surface, Interspersed With Long Irregular Microvilli With The Cilia Varying In Length From About 6Um In The Trachea To About 4Um In The Terminal Bronchioles; Driving Force Of The Ciliary Current In The Bronchial Tree.
CL:0002146	clear cell of eccrine sweat gland	A Sweat Producing Cell Of Eccrine Sweat Glands. Pyramidal In Shape, With Its Base Resting On The Basal Lamina Or Myoepitheliocytes, And Its Microvillus-Covered Apical Plasma Membrane Line Up The Intercellular Canaliculi. Cell Is Not Stained By Hematoxylin Or Eosin.	clear cell of eccrine sweat gland A Sweat Producing Cell Of Eccrine Sweat Glands. Pyramidal In Shape, With Its Base Resting On The Basal Lamina Or Myoepitheliocytes, And Its Microvillus-Covered Apical Plasma Membrane Line Up The Intercellular Canaliculi. Cell Is Not Stained By Hematoxylin Or Eosin.
CL:0002147	clear chief cell of parathyroid cell	A Chief Cell Of Parathyroid Glands That Does Not Stain With Hematoxylin Or Eosin. This Cell Is Larger, Has A Larger Nucleus And Fewer Secretory Granules Than Dark Chief Cells.	clear chief cell of parathyroid cell A Chief Cell Of Parathyroid Glands That Does Not Stain With Hematoxylin Or Eosin. This Cell Is Larger, Has A Larger Nucleus And Fewer Secretory Granules Than Dark Chief Cells.
CL:0002148	dental pulp cell	A Cell Found Within The Dental Pulp.	dental pulp cell A Cell Found Within The Dental Pulp.
CL:0002149	epithelial cell of uterus	An Epithelial Cell Of The Uterus.	epithelial cell of uterus An Epithelial Cell Of The Uterus.
CL:0002150	epithelioid macrophage	Epithelioid Macrophage Is An Activated Macrophage That Resembles An Epithelial Cell With Finely Granular, Pale Eosinophilic Cytoplasm And Central, Ovoid Nucleus (Oval Or Elongate). This Cell Type Is Able To Merge Into One Another To Form Aggregates. The Presence Of Such Aggregates May Characterize Some Pathologic Conditions, Mainly Granulomatous Inflammation.	epithelioid macrophage Epithelioid Macrophage Is An Activated Macrophage That Resembles An Epithelial Cell With Finely Granular, Pale Eosinophilic Cytoplasm And Central, Ovoid Nucleus (Oval Or Elongate). This Cell Type Is Able To Merge Into One Another To Form Aggregates. The Presence Of Such Aggregates May Characterize Some Pathologic Conditions, Mainly Granulomatous Inflammation.
CL:0002151	late promyelocyte	A Promyelocyte That Is Considerably Smaller, With More Condensed Chromatin, And Nucleoli Are No Longer Conspicuous.	late promyelocyte A Promyelocyte That Is Considerably Smaller, With More Condensed Chromatin, And Nucleoli Are No Longer Conspicuous.
CL:0002152	columnar cell of endocervix	A Columnar Cell Of The Cervix Uteri.	columnar cell of endocervix A Columnar Cell Of The Cervix Uteri.
